"","V1","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"13",0.347936582538846,0.720619323395068,-0.470130333651374,0.767381500592023,-0.472166276647408,0.913207114467122,-0.521037781438338,0.962699854307513,-0.773203880964513,0.824082251125815,-1.02371178846227,0.89450532873136,-0.790635090593671,0.908403143110902,-0.905931293758649,0.910829219977664,-0.558503267633709,0.865414533284984,-0.789489837069786,0.858822902198201,-0.928999591979689,0.774129958041299,-0.862240585406836,0.768717512978804,-0.786995992327637,0.427348331147928,-0.93479781140199,0.484097596523088,-1.29934362303963,0.585539814867534,-1.24923728356202,0.569977482194029,-1.46633681897435,"g"
"14",0.347936582538846,0.720619323395068,-2.06459010915866,0.767381500592023,0.232006612754266,0.618740678811829,-0.995334563850826,0.962699854307513,-0.624666383683963,0.929584263238301,0.396973761724795,0.963053948431983,-0.0317125537338358,1.00461534010962,-0.477348027268029,1.00004958242174,-2.00575572300801,1.02290331995951,-1.88021624296557,0.461793130045957,0.288969433094684,1.05591061519531,1.29090453719694,1.04393534639304,-0.194560872995278,0.88794083630637,0.779559870150563,1.07930265914618,-1.25406572392427,1.13299231368187,1.72920190059041,1.244847806654,-0.432893445044974,"b"
"15",0.347936582538846,0.720619323395068,0.0666647056385409,0.767381500592023,-0.17727258519068,0.913227412698021,-0.336035344021362,0.962699854307513,-0.193665831535836,0.929584263238301,0.0838077643180586,0.963053948431983,0.222009292335129,1.00461534010962,0.123737549639558,1.00004958242174,0.219877552628873,1.02290331995951,0.568114589577268,1.08769059300973,0.847767314938237,1.05591061519531,0.90036982807284,1.04393534639304,0.533962247192846,0.88794083630637,0.794450095840337,1.00295068375878,1.01248684766134,1.13299231368187,0.640050956225684,1.244847806654,0.966482832653038,"g"
"17",0.347936582538846,0.713486630017652,0.0460048020331897,0.767381500592023,-0.278312030876347,0.868794585259582,-0.181239345680252,0.886023373772916,-0.327012698441932,0.916700417856692,-0.155533027324171,0.791449349945804,0.0203008288546887,0.9159549044738,-0.0402345466161557,0.818971403946648,0.231130426617721,0.801017060238411,0.212559781883242,0.786507467901513,0.212295145939981,0.785409134407717,0.382639752012788,0.721159456463568,0.403754349264231,0.490346599434236,0.374378466338229,0.716556976671156,0.357689682280868,0.732665705362674,0.317566010205793,0.688868537567665,0.225627775933457,"g"
"18",-2.86589869301734,-1.28859007869387,-0.100517409062656,-3.07979692751201,-2.42158089120693,0.913227412698021,1.69109900319146,-2.98156354767792,1.69195641723114,-2.61968443692946,1.70761873009206,0.963053948431983,-2.20948499675267,1.00461534010962,2.02645526849827,-2.23608978805618,-2.00575572300801,-2.17062373417255,1.97278340694802,1.08769059300973,-1.94589401401735,-2.25662282574995,2.00472668066175,-2.41357512363503,2.10658495881611,0.88794083630637,-1.69167216483946,-2.3936095713471,2.02354233490731,-2.36667206536522,-1.9397507264254,1.244847806654,-2.16613171850249,"b"
"19",0.347936582538846,0.0588862068170747,-0.0432496060864197,0.125402836294303,-0.142312416161555,0.0444022355177962,0.131060284765283,-0.836357568606081,0.329573881647923,0.283990033021287,-0.0681674744854171,0.353895393854416,0.0998970658462188,0.677377453708794,0.0842716738909437,0.326495714547318,0.372667022352229,-0.344006097385368,0.84046386983141,0.331543358023601,0.395556920624366,0.251296242389704,0.537780561021116,0.159469593055158,0.606549069614614,-0.154920718631146,0.57400566789344,0.0970415284346114,0.553113032071377,0.0946943873842842,0.509592730266665,1.244847806654,0.674471023110513,"g"
"20",-2.86589869301734,0.720619323395068,-2.36585771666696,-1.15620771345999,-0.251489703799997,-1.11659567722611,-0.229208630366531,0.962699854307513,1.69195641723114,0.929584263238301,-2.33427591893655,-1.7993830998786,1.83195887181956,-0.527182096583843,-0.15518518195029,-2.23608978805618,2.02031726047963,1.02290331995951,1.97278340694802,-2.19192093971985,1.91387377630248,1.05591061519531,1.1752741089748,-2.41357512363503,2.10658495881611,0.88794083630637,1.94452458480008,1.07930265914618,-1.91366628381959,1.13299231368187,1.95452467533634,1.244847806654,2.10429544649496,"b"
"21",0.347936582538846,0.720619323395068,-0.114381291745195,0.767381500592023,-0.464896471169595,0.913227412698021,-0.376092961257381,0.962699854307513,-0.59397511007027,0.929584263238301,-0.537108091665716,0.963053948431983,-0.986725947096796,1.00461534010962,-0.495870154692338,0.87261041401232,-0.634555786291791,0.806909117653285,-0.619013867559359,0.951471927997811,-0.866548549132314,0.990653706408685,-0.779693465472551,0.730581172494395,-0.653956205363872,0.55243437614322,-0.641374914689828,0.658802446278053,-0.697679087968879,0.790865123986227,-0.782664147676945,0.754168693987076,-0.992596981425364,"g"
"22",-2.86589869301734,0.720619323395068,2.16482289854164,-1.15620771345999,-0.251489703799997,-1.11659567722611,-0.229208630366531,-2.98156354767792,-2.44154844656599,-0.845050086845579,-0.313328594422247,-0.644182152403263,-0.188763062466553,-2.0589795332773,-2.33682563239885,-2.23608978805618,-2.00575572300801,-2.17062373417255,1.97278340694802,-2.19192093971985,1.91387377630248,-0.600356105277322,0.108835088234435,-0.684819888620998,0.139995351073837,0.88794083630637,-1.69167216483946,-2.3936095713471,2.02354233490731,-2.36667206536522,1.95452467533634,-2.58170692053094,2.10429544649496,"b"
"24",-2.86589869301734,-3.29779948078282,2.16482289854164,-1.15620771345999,-0.251489703799997,-1.11659567722611,-0.229208630366531,-2.98156354767792,1.69195641723114,0.929584263238301,1.70761873009206,-0.644182152403263,-0.188763062466553,-0.527182096583843,-0.15518518195029,1.00004958242174,-2.00575572300801,-2.17062373417255,1.97278340694802,1.08769059300973,1.91387377630248,-0.600356105277322,0.108835088234435,-2.41357512363503,-1.82659425666843,0.88794083630637,-1.69167216483946,1.07930265914618,2.02354233490731,-2.36667206536522,1.95452467533634,-0.668429556938471,-0.0309181360037647,"b"
"25",0.347936582538846,0.720619323395068,-0.240560746878754,0.767381500592023,-0.187645621066486,0.913227412698021,-0.327739615044391,0.962699854307513,-0.410075478679935,0.929584263238301,-0.550304877694795,0.713819846275461,-0.293881017488116,0.903394165492914,-0.299129818870886,0.501198698462569,-0.141261193989968,0.475708426869249,-0.34608663735773,1.00422447950177,-0.625042878492002,0.738768663559208,-0.491290436432507,0.783446507581124,-0.545125136471415,0.355768195441315,-0.40398580988961,0.612091776777918,-0.704470772836183,0.334298909095743,-0.504398698844059,0.560028439903348,-0.874049923325035,"g"
"26",0.347936582538846,0.720619323395068,1.20930235679415,0.767381500592023,-2.42158089120693,0.913227412698021,-2.14951626392452,0.962699854307513,-2.44154844656599,0.929584263238301,-2.33427591893655,0.963053948431983,-2.20948499675267,1.00461534010962,-2.33682563239885,1.00004958242174,-2.00575572300801,1.02290331995951,-1.88021624296557,1.08769059300973,-1.22790000966206,1.05591061519531,-1.78705650419288,1.04393534639304,-1.82659425666843,0.88794083630637,-1.69167216483946,1.07930265914618,-1.91366628381959,1.13299231368187,-1.9397507264254,1.244847806654,-2.16613171850249,"b"
"27",0.347936582538846,0.720619323395068,-0.297919163467295,0.767381500592023,-0.626112545482055,0.641941556729661,-1.79961701001392,0.860484268245061,0.887018347579604,0.849246566210004,-1.14963701625276,0.777996783781813,-0.830059375531593,0.819834615321286,-0.666408988703902,0.69344155776581,-1.2444253218305,-0.378336513217288,-1.88021624296557,0.928367064749731,0.197299948074588,0.432442133607795,-1.38033088086945,0.272720348500927,-1.48967812507003,-0.116776933189651,-1.44773790588989,0.0487159547472973,-1.71038820283472,-0.0396752264492288,-1.78647204661206,-0.923679890015343,-2.16613171850249,"g"
"29",0.347936582538846,0.720619323395068,0.0893181087145839,0.767381500592023,0.125824050954445,0.913227412698021,-0.484763170240428,0.926649286813366,0.958672654393527,0.929584263238301,0.654786011913085,0.963053948431983,1.005746294548,1.00461534010962,1.3884999679781,1.00004958242174,1.67361198550659,1.02290331995951,1.87836565052688,1.08769059300973,1.91387377630248,1.02348091280845,2.00472668066175,0.899134807908263,2.10658495881611,0.576029668508756,1.94452458480008,0.64209773844938,2.02354233490731,0.509317124691888,1.95452467533634,0.335639270701223,2.10429544649496,"g"
"30",-2.86589869301734,-3.29779948078282,-2.36585771666696,0.767381500592023,1.91860148360693,0.913227412698021,-2.14951626392452,-2.98156354767792,1.69195641723114,0.929584263238301,-2.33427591893655,-2.25141825323851,-2.20948499675267,-0.527182096583843,-0.15518518195029,1.00004958242174,2.02031726047963,-2.17062373417255,-1.88021624296557,1.08769059300973,-1.94589401401735,1.05591061519531,-1.78705650419288,1.04393534639304,2.10658495881611,0.88794083630637,-1.69167216483946,1.07930265914618,-1.91366628381959,-2.36667206536522,1.95452467533634,1.244847806654,-2.16613171850249,"b"
"31",0.347936582538846,0.720619323395068,-0.423011255253204,0.767381500592023,-0.604259727224868,0.913227412698021,-0.683476604161009,0.962699854307513,-0.530091792400285,0.929584263238301,-0.818767520283275,0.963053948431983,-0.717404127695143,1.00461534010962,-0.634600670936362,1.00004958242174,-0.76987209926681,1.02290331995951,-0.843027267205335,1.08769059300973,-0.701485579579286,1.05591061519531,-1.02227279472363,1.04393534639304,-0.796946935742812,0.86508168606718,-0.77693232951639,1.07930265914618,-1.43765776181551,1.13299231368187,-1.46778401910889,1.244847806654,-1.83382842865821,"g"
"32",0.347936582538846,0.720619323395068,-2.36585771666696,0.767381500592023,1.91860148360693,0.913227412698021,-2.14951626392452,0.962699854307513,-2.44154844656599,0.929584263238301,-2.33427591893655,0.963053948431983,-0.225944346057417,1.00461534010962,-2.33682563239885,1.00004958242174,2.02031726047963,1.02290331995951,-1.60247276320155,1.08769059300973,1.91387377630248,1.05591061519531,-1.78705650419288,-0.684819888620998,0.139995351073837,0.88794083630637,1.94452458480008,1.07930265914618,-1.50303511092947,1.13299231368187,1.95452467533634,1.244847806654,2.10429544649496,"b"
"35",0.347936582538846,0.720619323395068,-0.460683864568664,0.234816590789582,0.349321742345485,0.577149603699283,-1.35043785144837,0.962699854307513,-0.957764873133055,0.929584263238301,-1.32103355884481,0.640995978546616,-0.441898899174574,0.649805099848312,0.16416334718637,1.00004958242174,0.799148933493074,1.02290331995951,0.558539885447233,1.02790327476807,-0.0525042233149108,0.933330315213128,-1.62283437445683,1.04393534639304,0.431109610707926,0.88794083630637,-0.0841459437913166,1.07930265914618,-0.164147948045196,1.13299231368187,1.04661330816961,1.244847806654,-1.26417479698338,"g"
"36",0.347936582538846,0.0407229538221908,-2.36585771666696,0.767381500592023,1.91860148360693,0.913227412698021,-1.5219789323541,0.585884650198835,-1.21071470327312,0.929584263238301,-2.33427591893655,0.963053948431983,-1.99478329123477,1.00461534010962,1.44598619384742,-0.33341782588054,1.43617433130541,1.02290331995951,1.54964698539451,1.08769059300973,1.62956328086752,1.05591061519531,-1.78705650419288,1.04393534639304,1.81861724255441,0.88794083630637,-0.0294030017254934,1.00953185243557,-0.658681036600389,1.13299231368187,1.2782448090664,1.244847806654,0.710684245469691,"b"
"38",-2.86589869301734,0.720619323395068,2.16482289854164,0.767381500592023,-2.42158089120693,-1.11659567722611,-0.229208630366531,-1.0094318466852,-0.374796014667427,-2.61968443692946,-2.33427591893655,-0.644182152403263,-0.188763062466553,-0.527182096583843,-0.15518518195029,-2.23608978805618,2.02031726047963,1.02290331995951,1.97278340694802,-2.19192093971985,1.91387377630248,-2.25662282574995,2.00472668066175,1.04393534639304,-1.82659425666843,0.88794083630637,1.94452458480008,-2.3936095713471,2.02354233490731,1.13299231368187,1.95452467533634,-0.668429556938471,-0.0309181360037647,"b"
"40",0.347936582538846,0.720619323395068,-0.0447673840925146,0.761072127969933,-0.146001571180147,0.863395255840384,-0.0920410561014838,0.20826087209275,-2.44154844656599,0.770506040096782,-0.0880535961586379,0.777611047117612,0.895152183084519,0.730071285531049,0.153233328529623,0.62674472534026,0.313040881466777,1.02290331995951,0.836206305218255,0.527696923796158,0.299931173619193,0.395689575080508,0.421960543639731,0.256418186634745,0.462319387782795,-0.102615883338086,0.417667388642688,0.0978750273699297,0.358811786737205,0.0542557654843951,0.293168374813756,1.244847806654,2.10429544649496,"b"
"41",0.347936582538846,0.720619323395068,0.0475905402485127,0.767381500592023,0.198717413939444,0.913227412698021,0.275467418808844,0.825656422405529,0.290966946220058,0.694853377752706,0.475629031594892,0.56886322234113,0.823254896662619,0.69143935417764,0.986270918128901,0.449161577385284,1.23032121965968,0.346178969553653,1.25995920671575,0.231826769370958,1.27961743415817,0.0713097378759431,1.4139668604614,-0.0904046886137713,1.55755247212662,-0.51243395393982,1.44247489957735,-0.322086884102471,1.44638692348814,-0.417848959249057,1.42272242647176,-0.534691469223357,1.49456385587662,"g"
"42",0.347936582538846,-3.29779948078282,-2.36585771666696,0.767381500592023,1.91860148360693,0.913227412698021,-0.505252852690492,-1.0094318466852,-0.374796014667427,-2.61968443692946,1.70761873009206,0.963053948431983,1.83195887181956,-0.252729949851476,-2.33682563239885,-2.23608978805618,-2.00575572300801,-0.434143398488246,-1.88021624296557,1.08769059300973,-1.94589401401735,-2.25662282574995,2.00472668066175,-2.41357512363503,-1.82659425666843,0.88794083630637,-1.69167216483946,-2.3936095713471,-1.91366628381959,1.13299231368187,1.95452467533634,-0.668429556938471,-0.0309181360037647,"b"
"43",0.347936582538846,0.538424214813643,0.0986286573788376,0.508235561674935,0.114995295929285,0.913227412698021,0.0895240306514239,0.0789284751416477,1.03377843776872,0.400867451317811,0.42874305366616,-0.382427681021235,0.674873285027989,0.355439586438929,0.850245636043434,0.208279543343759,1.00610921520926,-0.068660194778102,0.296092814293368,0.0681249597147609,1.03504324812456,-0.0823752511167122,1.16723552862291,-0.255120487405909,1.25164945864231,-0.688449410781576,1.15556079504704,-0.437752225939049,1.15934472913985,-0.495629000073379,1.07950046393749,-0.436215083319252,1.41545419264504,"g"
"44",0.347936582538846,-2.58023043492077,-2.36585771666696,0.767381500592023,1.54658275134976,0.913227412698021,-2.14951626392452,0.962699854307513,-0.858271411061458,0.929584263238301,1.63003456230395,0.963053948431983,-0.950150880086217,1.00461534010962,-2.33682563239885,1.00004958242174,0.285864888828236,1.02290331995951,-1.88021624296557,1.08769059300973,-0.0814910794202127,-1.99635707329488,2.00472668066175,0.244386050199047,1.82563796745405,0.88794083630637,1.94452458480008,1.07930265914618,-1.91366628381959,1.13299231368187,-1.9397507264254,1.244847806654,-2.16613171850249,"b"
"45",0.347936582538846,0.701029531724701,-0.231567345857565,0.763399670918935,-0.533796866369765,0.886088677985736,-0.602324403566848,0.950354309859299,-0.908906845642973,0.80071031673521,-0.922240023298407,0.844938167381601,-0.955930144818276,0.848555817259288,-1.11065643362874,0.75607703528141,-1.04078655032569,0.822238047513119,-1.05326619310287,0.743593750995746,-1.17083334288218,0.63728920159585,-1.11619526421248,0.495608760951287,-1.20670554641199,0.214700117439811,-1.20394909481031,0.402258419811514,-1.42846437969078,0.341228244566257,-1.55573622905768,0.272807242080846,-1.80837668275482,"g"
"46",-2.86589869301734,-1.28859007869387,-0.100517409062656,-1.15620771345999,-0.251489703799997,-1.11659567722611,-0.229208630366531,0.962699854307513,1.69195641723114,0.929584263238301,1.70761873009206,-0.644182152403263,-0.188763062466553,-0.527182096583843,-0.15518518195029,-1.22479623478183,-2.00575572300801,-2.17062373417255,-1.88021624296557,-0.552115173355059,-0.0160101188574369,-0.600356105277322,0.108835088234435,-2.41357512363503,-1.82659425666843,-2.98649140762399,-1.69167216483946,-2.3936095713471,2.02354233490731,1.13299231368187,0.00738697445547003,-0.668429556938471,-0.0309181360037647,"b"
"47",0.347936582538846,0.720619323395068,-0.185014602536297,0.767381500592023,-0.411707536166251,0.905128418569224,-0.441191390034997,0.959505000951905,-0.580045198679273,0.910790885470913,-0.592502257830653,0.909597275718203,-0.627158686109925,0.932437044892622,-0.702755118608375,0.858241955207398,-0.685203784424065,0.872504163345158,-0.573124641728888,0.923562433854283,-0.685506140927362,0.855071712670796,-0.604835383902979,0.805591862141654,-0.705441521294564,0.561946107302069,-0.657574171209472,0.756894852228335,-0.783549607943313,0.746611867913176,-0.926791280296147,0.768728734724015,-1.10177045189852,"g"
"48",0.347936582538846,0.612081831494223,-0.161341796321832,-3.07979692751201,0.315576824381307,-1.8553091943422,0.4551698071572,0.356427126788333,-1.68567507964773,0.929584263238301,-0.381090958213212,-1.11060206886565,-0.199877033105126,-1.36740362655894,0.181921900453021,0.869325732551285,-0.924151215994056,1.02290331995951,-0.925134689744994,-1.03971141798363,-0.623035799241036,-1.82374095568723,0.817159146081205,0.765121702089975,-0.779070636208435,-0.0378934927032292,-0.930434375302423,1.07930265914618,-1.15364721810364,-0.785418708980373,0.406102361464847,-0.785464733269422,0.864013932828924,"b"
"49",0.347936582538846,0.683770422960757,-0.0807183347741948,0.730891013201456,-0.334343785335194,0.863801220458369,-0.338646962403001,0.882769356466278,-0.518869326695076,0.911908905111466,-0.404412690338107,0.878079375780823,-0.413103611610997,0.903041852082475,-0.434216995562661,0.906476612524371,-0.225889248102878,0.698472906530231,-0.323604384400484,0.895406968845799,-0.351559031708891,0.828289879800753,-0.246436037270519,0.844903756185873,-0.247206476794538,0.535619340204562,-0.257847062521597,0.706763364181165,-0.414849706842632,0.728973559442779,-0.442304477562968,0.753575578004362,-0.541276886492609,"g"
"50",0.347936582538846,-1.28859007869387,-0.100517409062656,0.767381500592023,0.870968261974362,-1.11659567722611,-0.229208630366531,-0.792674851429092,-2.44154844656599,-0.845050086845579,-0.313328594422247,-0.644182152403263,-0.188763062466553,-2.0589795332773,-0.644178072513831,-1.5194629051607,-1.66951823779204,0.65468965061808,1.26281042645669,-0.552115173355059,-0.0160101188574369,0.284885331480889,0.785061701421411,-2.24592044094337,1.02157814043254,0.88794083630637,-1.69167216483946,-2.3936095713471,1.66078761882091,-0.616839875841675,0.00738697445547003,-0.668429556938471,-0.0309181360037647,"b"
"51",0.347936582538846,0.401838159659636,-0.516479196344958,-0.316676436879132,-0.188144742039589,0.779685351611913,-0.234335851748131,0.724998820386861,-0.0896875166870197,0.594551044285966,-0.349483342057808,0.779170066135422,0.922452136416724,0.877690604505198,-1.40932301129515,0.595532161112,-0.586967603626967,0.810150547613229,-0.341019942818094,1.08769059300973,1.91387377630248,0.17162981313497,-0.200005652171974,0.872200801346745,0.0853634917707571,0.759270941485442,0.105372630799896,0.412190948790725,-0.580881794294345,0.861120886395597,-0.493144242932968,1.11709827708693,-0.0613449295543714,"g"
"52",-2.86589869301734,0.720619323395068,2.16482289854164,0.767381500592023,-2.42158089120693,-1.11659567722611,-0.229208630366531,-1.0094318466852,-0.374796014667427,0.929584263238301,1.70761873009206,0.963053948431983,1.83195887181956,-2.0589795332773,-2.33682563239885,1.00004958242174,-2.00575572300801,-2.17062373417255,1.97278340694802,-0.552115173355059,-0.0160101188574369,1.05591061519531,-1.78705650419288,1.04393534639304,-1.82659425666843,0.88794083630637,1.94452458480008,-2.3936095713471,-1.91366628381959,-0.616839875841675,0.00738697445547003,-0.668429556938471,-0.0309181360037647,"b"
"53",0.347936582538846,0.720619323395068,2.16482289854164,0.767381500592023,1.91860148360693,0.730746316913842,1.69109900319146,-1.54131576644294,1.69195641723114,-2.32069404162733,1.70761873009206,-2.25141825323851,1.83195887181956,-2.0589795332773,1.42707137114203,-2.23608978805618,-1.15583158582885,-2.17062373417255,-0.763848124399611,-2.19192093971985,-1.94589401401735,-1.47549431504065,-1.78705650419288,0.871301848624537,-1.82659425666843,0.88794083630637,-1.69167216483946,1.07930265914618,-1.91366628381959,1.13299231368187,-0.66799720847207,1.244847806654,0.713097036817915,"g"
"54",0.347936582538846,-2.653546486003,-2.36585771666696,-3.07979692751201,1.91860148360693,0.913227412698021,0.98667255397338,-0.940111417395308,-2.44154844656599,-2.61968443692946,-2.33427591893655,0.963053948431983,1.83195887181956,0.831261824199019,-2.33682563239885,-2.23608978805618,2.02031726047963,0.764866333985637,1.97278340694802,1.08769059300973,-1.94589401401735,-2.25662282574995,-1.78705650419288,-1.01079397573524,2.10658495881611,0.88794083630637,-1.69167216483946,-2.3936095713471,-1.91366628381959,-2.36667206536522,1.95452467533634,1.244847806654,0.686748501209881,"b"
"55",0.347936582538846,0.633399543250387,0.0839492521855617,0.719041703642896,-0.374468771390348,0.855681928098672,-0.392127529997591,0.885727554017767,-0.510395641724292,0.83583033052337,-0.287480678141709,0.889699692789862,-0.528143311329905,0.922082094220574,-0.580539620574246,0.994062724586356,-0.642285846420087,0.86870386615074,-0.645368385164768,0.947126442716945,-0.543177203659319,0.892602716556706,-0.456273318720375,1.04218930360567,-0.661330916392905,0.640829547788491,-0.502381293934856,0.941410679034444,-0.547828927940133,0.852161745585236,-0.753184482885608,0.90363392163092,-0.910049624325963,"g"
"56",0.347936582538846,-1.1211626592178,-0.569103051690606,-3.07979692751201,1.91860148360693,-3.14641876715024,1.69109900319146,0.408037813403312,0.600153110032083,-2.30278798103498,-1.58092738477735,-2.25141825323851,-2.20948499675267,-2.0589795332773,2.02645526849827,-0.66256556125185,1.19803211433211,-1.24630523125984,-0.765023289292835,-1.77586942067778,-1.94589401401735,-2.25662282574995,-0.778461135937473,-2.41357512363503,0.608240336677272,0.88794083630637,-1.69167216483946,-2.3936095713471,-0.711124655401831,-2.36667206536522,-1.9397507264254,-2.58170692053094,1.2813414275283,"b"
