"","V1_v_high","V1_v_low","V1_v_med","V1_v_vhigh","V2_v_high","V2_v_low","V2_v_med","V2_v_vhigh","V3_v_2","V3_v_3","V3_v_4","V3_v_5more","V4_v_2","V4_v_4","V4_v_more","V5_v_big","V5_v_med","V5_v_small","V6_v_high","V6_v_low","V6_v_med","V7"
"29",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"30",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"31",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"32",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"33",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"34",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"35",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"36",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"37",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"38",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"39",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,"unacc"
"40",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"42",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"43",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"46",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"47",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"48",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"49",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"50",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"51",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,"unacc"
"52",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"53",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,"unacc"
"54",0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,"unacc"
"55",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"56",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"57",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"58",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"59",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"60",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"61",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"62",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"65",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"66",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,"unacc"
"67",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"68",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,"unacc"
"70",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"71",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"unacc"
"73",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"74",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"75",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,"unacc"
"76",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"77",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,"unacc"
"78",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,"unacc"
"80",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,"unacc"
"81",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,"unacc"
"82",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"83",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"84",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"85",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"86",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"87",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"88",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"89",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"91",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"94",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"95",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,"unacc"
"96",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,"unacc"
"97",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"98",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,"unacc"
"99",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,"unacc"
"100",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"102",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,"unacc"
"103",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,"unacc"
"105",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,"unacc"
"106",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"107",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,"unacc"
"108",0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,"unacc"
"109",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"110",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"111",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"112",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"113",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"114",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"116",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"117",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"118",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"119",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"120",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"unacc"
"121",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"122",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"123",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"126",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"unacc"
"127",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"129",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"130",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"132",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"unacc"
"133",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"135",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"unacc"
"136",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"137",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"139",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"141",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"142",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"143",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"144",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"145",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"147",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"unacc"
"148",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"149",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"150",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"152",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"unacc"
"153",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"unacc"
"154",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"155",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"156",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"157",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"158",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"159",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"unacc"
"160",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"161",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"unacc"
"162",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"unacc"
"163",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"164",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"165",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"166",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"167",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"168",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"169",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"170",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"171",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"172",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"173",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"174",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,"unacc"
"175",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"176",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"unacc"
"177",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"unacc"
"178",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"179",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"unacc"
"180",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"unacc"
"181",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"182",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"183",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"unacc"
"184",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"186",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"unacc"
"187",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"188",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"unacc"
"189",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"unacc"
"191",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"192",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"193",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"195",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"196",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"197",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"199",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"200",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"unacc"
"202",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"204",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,"unacc"
"205",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"206",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"unacc"
"207",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"unacc"
"208",0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"211",0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"unacc"
"213",0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"unacc"
"214",0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"216",0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"unacc"
"219",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"221",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"222",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"223",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"224",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"225",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"226",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"227",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"228",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"229",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"231",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,"acc"
"232",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"234",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"235",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"237",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"238",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"240",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"241",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"242",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"243",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"244",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"245",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"246",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"248",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"249",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"254",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"255",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"257",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"258",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"259",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"260",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"261",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"264",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"acc"
"265",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"266",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"267",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"268",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"269",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"270",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"271",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"272",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"273",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"275",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"276",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"277",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"279",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"280",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"282",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,"acc"
"283",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"284",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"acc"
"286",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"287",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"288",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"acc"
"289",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"291",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"292",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"293",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"294",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"acc"
"295",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"296",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"acc"
"297",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"acc"
"298",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"299",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"300",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"301",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"302",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"303",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"304",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"305",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"306",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"307",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"308",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"309",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"acc"
"310",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"313",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"314",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"acc"
"315",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"316",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"321",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"acc"
"322",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"323",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,"acc"
"324",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"325",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"327",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"329",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"330",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"331",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"334",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"335",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
