"","A1_v_a","A1_v_b","A2","A3","A4_v_l","A4_v_u","A4_v_y","A5_v_g","A5_v_gg","A5_v_p","A6_v_aa","A6_v_c","A6_v_cc","A6_v_d","A6_v_e","A6_v_ff","A6_v_i","A6_v_j","A6_v_k","A6_v_m","A6_v_q","A6_v_r","A6_v_w","A6_v_x","A7_v_bb","A7_v_dd","A7_v_ff","A7_v_h","A7_v_j","A7_v_n","A7_v_o","A7_v_v","A7_v_z","A8","A9_v_f","A9_v_t","A10_v_f","A10_v_t","A11","A12_v_f","A12_v_t","A13_v_g","A13_v_p","A13_v_s","A14","A15","A16"
"27",1,0,47,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.165,0,1,0,1,9,0,1,1,0,0,0,0,"+"
"28",0,1,56.58,18.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,1,17,0,1,1,0,0,0,0,"+"
"29",0,1,57.42,8.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,1,3,1,0,1,0,0,0,0,"+"
"30",0,1,42.08,1.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,1,6,0,1,1,0,0,500,10000,"+"
"31",0,1,29.25,14.79,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.04,0,1,0,1,5,0,1,1,0,0,168,0,"+"
"32",0,1,42,9.79,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.96,0,1,0,1,8,1,0,1,0,0,0,0,"+"
"33",0,1,49.5,7.585,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.585,0,1,0,1,15,0,1,1,0,0,0,5000,"+"
"34",1,0,36.75,5.125,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,1,1,0,0,0,4000,"+"
"35",1,0,22.58,10.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.415,0,1,0,1,5,0,1,1,0,0,0,560,"+"
"36",0,1,27.83,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,11,0,1,1,0,0,434,35,"+"
"37",0,1,27.25,1.585,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.835,0,1,0,1,12,0,1,1,0,0,583,713,"+"
"38",1,0,23,11.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,1,0,1,2,0,1,1,0,0,300,551,"+"
"41",0,1,34.17,9.17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,0,1,0,1,12,0,1,1,0,0,0,221,"+"
"43",0,1,29.67,1.415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.75,0,1,0,1,1,1,0,1,0,0,240,100,"+"
"44",0,1,39.58,13.915,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.625,0,1,0,1,6,0,1,1,0,0,70,0,"+"
"46",0,1,54.33,6.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.625,0,1,0,1,11,0,1,1,0,0,0,284,"+"
"47",1,0,41,2.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.125,0,1,0,1,23,0,1,1,0,0,455,1236,"+"
"49",0,1,41.5,1.54,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,1,0,1,0,0,1,0,1,0,0,216,0,"+"
"51",1,0,25.75,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.875,0,1,1,0,0,0,1,1,0,0,491,0,"+"
"52",0,1,26,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.75,0,1,1,0,0,0,1,1,0,0,280,0,"+"
"53",0,1,37.42,2.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.04,0,1,1,0,0,0,1,1,0,0,400,5800,"+"
"54",0,1,34.92,2.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,239,200,"+"
"55",0,1,34.25,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.415,0,1,1,0,0,0,1,1,0,0,0,0,"+"
"56",0,1,23.33,11.625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.835,0,1,1,0,0,0,1,1,0,0,160,300,"+"
"57",0,1,23.17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085,0,1,1,0,0,1,0,1,0,0,0,0,"+"
"58",0,1,44.33,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,1,1,0,0,320,0,"+"
"59",0,1,35.17,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.75,1,0,1,0,0,0,1,0,0,1,711,0,"+"
"60",0,1,43.25,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1,11,1,0,1,0,0,80,0,"+"
"61",0,1,56.75,12.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.25,0,1,0,1,4,0,1,1,0,0,200,0,"+"
"62",0,1,31.67,16.165,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,9,1,0,1,0,0,250,730,"+"
"63",1,0,23.42,0.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,1,0,1,2,0,1,1,0,0,80,400,"+"
"64",1,0,20.42,0.835,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.585,0,1,0,1,1,1,0,1,0,0,0,0,"+"
"66",0,1,34.17,1.54,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.54,0,1,0,1,1,0,1,1,0,0,520,50000,"+"
"67",1,0,36,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,11,1,0,1,0,0,0,456,"+"
"68",0,1,25.5,0.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,1,3,1,0,1,0,0,260,15108,"+"
"69",0,1,19.42,6.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.46,0,1,0,1,7,1,0,1,0,0,80,2954,"+"
"72",0,1,34.83,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.5,0,1,1,0,0,0,1,1,0,0,184.014771048744,0,"-"
"73",1,0,38.58,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.5,0,1,1,0,0,0,1,1,0,0,980,0,"-"
"74",0,1,44.25,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.75,0,1,1,0,0,1,0,0,0,1,400,0,"-"
"75",0,1,44.83,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.625,1,0,1,0,0,1,0,1,0,0,160,2,"-"
"76",0,1,20.67,5.29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.375,0,1,0,1,1,1,0,1,0,0,160,0,"-"
"77",0,1,34.08,6.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,1,1,0,0,0,1,1,0,0,443,0,"-"
"80",0,1,21.5,9.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,1,1,0,0,1,0,1,0,0,140,0,"-"
"81",0,1,49.58,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,94,0,"-"
"82",1,0,27.67,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,1,368,0,"-"
"83",0,1,39.83,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,1,1,0,0,1,0,0,0,1,288,0,"-"
"84",1,0,31.5681710914454,3.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,1,0,0,300,0,"-"
"85",0,1,27.25,0.625,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.455,0,1,1,0,0,0,1,1,0,0,200,0,"-"
"86",0,1,37.17,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,1,280,0,"-"
"88",0,1,25.67,2.21,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,1,0,1,0,0,188,0,"-"
"89",0,1,34,4.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,240,0,"-"
"92",0,1,31.42,15.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,1,0,0,1,0,1,0,0,120,0,"-"
"94",0,1,52.33,1.375,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.46,0,1,1,0,0,0,1,1,0,0,200,100,"-"
"95",0,1,28.75,1.5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,1,1,0,0,0,1,1,0,0,0,225,"-"
"96",1,0,28.58,3.54,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,1,1,0,0,0,1,1,0,0,171,0,"-"
"97",0,1,23,0.625,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,1,1,0,0,1,0,1,0,0,180,1,"-"
"98",0,1,31.5681710914454,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.835,0,1,1,0,0,0,1,0,0,1,320,0,"-"
"99",1,0,22.5,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,1,0,0,268,0,"-"
"100",1,0,28.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,1,1,0,0,167,500,"-"
"101",0,1,37.5,1.75,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,1,1,0,0,0,1,1,0,0,164,400,"-"
"102",0,1,35.25,16.5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,1,0,1,0,0,80,0,"-"
"103",0,1,18.67,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.375,0,1,0,1,2,1,0,1,0,0,0,38,"-"
"106",0,1,54.83,15.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,20,1,0,1,0,0,152,130,"-"
"107",0,1,28.75,1.165,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,1,0,0,1,0,0,0,1,280,0,"-"
"108",1,0,25,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,0,1,1,0,0,1,0,1,0,0,120,0,"-"
"109",0,1,40.92,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,1,0,0,0,1,1,0,0,176,0,"-"
"110",1,0,19.75,0.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.795,0,1,0,1,5,0,1,1,0,0,140,5,"-"
"112",1,0,24.5,1.04,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,1,0,1,3,1,0,1,0,0,180,147,"-"
"113",0,1,24.58,12.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.875,0,1,1,0,0,0,1,1,0,0,260,0,"-"
"114",1,0,33.75,0.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,1,0,0,212,0,"-"
"115",0,1,20.67,1.25,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.375,0,1,0,1,3,0,1,1,0,0,140,210,"-"
"116",1,0,25.42,1.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.29,0,1,0,1,2,1,0,1,0,0,200,0,"-"
"117",0,1,37.75,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.5,0,1,0,1,7,0,1,1,0,0,300,5,"-"
"118",0,1,52.5,6.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,0,1,0,1,15,1,0,1,0,0,0,11202,"+"
"119",0,1,57.83,7.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1,6,0,1,1,0,0,360,1332,"+"
"120",1,0,20.75,10.335,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.335,0,1,0,1,1,0,1,1,0,0,80,50,"+"
"121",0,1,39.92,6.21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,1,0,1,1,1,0,1,0,0,200,300,"+"
"122",0,1,25.67,12.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.21,0,1,0,1,67,0,1,1,0,0,140,258,"+"
"123",1,0,24.75,12.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,1,0,1,12,0,1,1,0,0,120,567,"+"
"125",1,0,23.5,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.5,0,1,0,1,5,0,1,1,0,0,120,0,"+"
"126",0,1,34.92,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.5,0,1,0,1,6,0,1,1,0,0,0,1000,"+"
"129",0,1,34.42,4.25,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.25,0,1,0,1,2,1,0,1,0,0,274,610,"+"
"130",1,0,28.42,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.835,0,1,1,0,0,1,0,0,0,1,280,0,"+"
"131",0,1,67.75,5.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,1,1,0,1,1,0,0,0,0,"+"
"132",0,1,20.42,1.835,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.25,0,1,0,1,1,1,0,1,0,0,100,150,"+"
"133",1,0,47.42,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,0,1,0,1,6,1,0,1,0,0,375,51100,"+"
"134",0,1,36.25,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,0,1,0,1,6,1,0,1,0,0,0,367,"+"
"136",0,1,48.58,6.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,1,0,0,0,1,1,0,0,350,0,"+"
"138",0,1,33.58,2.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.25,0,1,0,1,6,1,0,1,0,0,204,0,"+"
"140",1,0,26.92,13.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,2,1,0,1,0,0,0,5000,"+"
"141",1,0,31.25,3.75,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0,1,0,1,9,0,1,1,0,0,181,0,"+"
"142",1,0,56.5,16,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,15,1,0,1,0,0,0,247,"+"
"143",0,1,43,0.29,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.75,0,1,0,1,8,1,0,1,0,0,100,375,"+"
"144",0,1,22.33,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,0,1,0,0,80,278,"+"
"145",0,1,27.25,1.665,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.085,0,1,0,1,9,1,0,1,0,0,399,827,"+"
"146",0,1,32.83,2.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.75,0,1,0,1,6,1,0,1,0,0,160,2072,"+"
"147",0,1,23.25,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.375,0,1,0,1,3,0,1,1,0,0,0,582,"+"
"148",1,0,40.33,7.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,1,14,1,0,1,0,0,0,2300,"+"
"150",1,0,52.83,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,0,1,0,1,14,1,0,1,0,0,0,2200,"+"
"151",1,0,46.67,0.46,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.415,0,1,0,1,11,0,1,1,0,0,440,6,"+"
"152",1,0,58.33,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,14,1,0,1,0,0,0,1602,"+"
"153",0,1,37.33,6.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.25,0,1,0,1,12,0,1,1,0,0,93,0,"+"
"154",0,1,23.08,2.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.085,0,1,0,1,11,0,1,1,0,0,60,2184,"+"
"155",0,1,32.75,1.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,0,1,0,1,3,0,1,1,0,0,0,0,"+"
"156",1,0,21.67,11.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,11,0,1,1,0,0,0,0,"+"
"157",1,0,28.5,3.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.54,0,1,0,1,1,1,0,1,0,0,70,0,"+"
"158",1,0,68.67,15,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,14,1,0,1,0,0,0,3376,"+"
"161",0,1,27.67,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,1,0,1,0,0,140,7544,"+"
"162",0,1,44,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75,0,1,0,1,2,0,1,1,0,0,0,15,"+"
"163",0,1,25.08,1.71,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.665,0,1,0,1,1,0,1,1,0,0,395,20,"+"
