"","A1_v_a","A1_v_b","A2","A3","A4_v_l","A4_v_u","A4_v_y","A5_v_g","A5_v_gg","A5_v_p","A6_v_aa","A6_v_c","A6_v_cc","A6_v_d","A6_v_e","A6_v_ff","A6_v_i","A6_v_j","A6_v_k","A6_v_m","A6_v_q","A6_v_r","A6_v_w","A6_v_x","A7_v_bb","A7_v_dd","A7_v_ff","A7_v_h","A7_v_j","A7_v_n","A7_v_o","A7_v_v","A7_v_z","A8","A9_v_f","A9_v_t","A10_v_f","A10_v_t","A11","A12_v_f","A12_v_t","A13_v_g","A13_v_p","A13_v_s","A14","A15","A16"
"33",0,1,1.51281669254221,0.567734568197264,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.60214337350056,0,1,0,1,2.59102516406063,0,1,1,0,0,-1.06886354293592,0.764402316002577,"+"
"36",0,1,-0.315370376081355,-0.654603811685843,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.0667577783552132,0,1,0,1,1.76847749293027,0,1,1,0,0,1.45205787543928,-0.188553965821405,"+"
"38",1,0,-0.722852773010372,1.40438852911972,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.514985482524176,0,1,0,1,-0.0822547671130358,0,1,1,0,0,0.673708866079197,-0.0895156090396977,"+"
"39",0,1,-0.322119566920759,-0.838406542596778,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.58969009988567,0,1,0,1,-0.0822547671130358,1,0,1,0,0,0.441365878210515,-0.0993042838378897,"+"
"40",0,1,1.94139031084436,0.935340030019135,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.64307351981657,0,1,0,1,1.76847749293027,0,1,1,0,0,-0.894606302034407,-0.137691243830799,"+"
"41",0,1,0.219502997941413,0.886125091141344,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.680288395259725,0,1,0,1,1.97411441071286,0,1,1,0,0,-1.06886354293592,-0.152854093027999,"+"
"42",0,1,-0.223412650894475,2.05723975913124,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.929801817247114,0,1,0,1,1.76847749293027,1,0,1,0,0,-1.06886354293592,0.2429154644989,"+"
"43",0,1,-0.160138986775062,-0.671678382316913,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.440280865162682,0,1,0,1,-0.287891684895625,1,0,1,0,0,0.325194384276174,-0.176078203823709,"+"
"44",0,1,0.675917028456109,1.83928788695816,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.91291458172437,0,1,0,1,0.740292904017322,0,1,1,0,0,-0.662263314165725,-0.195271683820164,"+"
"45",0,1,2.09662170015065,4.66864467917732,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.85193166196313,0,1,0,1,7.73194810862537,1,0,1,0,0,-1.06886354293592,-0.192392661820696,"+"
"46",0,1,1.92029908947122,0.400002021409689,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.120003765048521,0,1,0,1,1.76847749293027,0,1,1,0,0,-1.06886354293592,-0.140762200630232,"+"
"47",1,0,0.79571516585553,-0.546130068853159,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.627042408566416,0,1,0,1,4.23612050632134,0,1,1,0,0,1.57403794407034,0.0419597289360178,"+"
"48",0,1,0.0296820055831754,-0.0600069991215048,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.14046883820653,0,1,0,1,0.123382150669554,1,0,1,0,0,0.737603187743085,-0.137691243830799,"+"
"49",0,1,0.837897608601805,-0.646568719624162,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.381469925813749,1,0,1,0,-0.493528602678215,1,0,1,0,0,0.185788591554965,-0.195271683820164,"+"
"50",0,1,-0.645237078357226,-0.822336358473418,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.615089669788577,1,0,1,0,-0.493528602678215,1,0,1,0,0,-0.488006073264213,-0.195271683820164,"+"
"52",0,1,-0.469758116532721,-0.755042462456846,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.141462395716707,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.557537372144856,-0.195271683820164,"+"
"53",0,1,0.493688875792201,-0.546130068853159,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.652441978469324,0,1,1,0,-0.493528602678215,0,1,1,0,0,1.2545663357509,0.917950155974216,"+"
"54",0,1,0.282776662060826,-0.453726510143837,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.664394717247163,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.319385809579457,-0.156884723827254,"+"
"55",0,1,0.226252188780817,-0.353287859372834,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.55134423369474,0,1,1,0,-0.493528602678215,0,1,1,0,0,-1.06886354293592,-0.195271683820164,"+"
"56",0,1,-0.69501236079783,1.37927886642697,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.414881295259774,0,1,1,0,-0.493528602678215,0,1,1,0,0,-0.13949159146119,-0.137691243830799,"+"
"57",0,1,-0.708510742476638,-0.955919763998852,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.638995147344255,0,1,1,0,-0.493528602678215,1,0,1,0,0,-1.06886354293592,-0.195271683820164,"+"
"58",0,1,1.07665023454572,-0.855481113227849,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.829697629982712,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.789880360013538,-0.195271683820164,"+"
"60",0,1,0.985536158213768,-0.353287859372834,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.12851609942869,0,1,0,1,1.76847749293027,1,0,1,0,0,-0.604177567198555,-0.195271683820164,"+"
"63",1,0,-0.687419521103501,-0.797226695780667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.216167013078201,0,1,0,1,-0.0822547671130358,0,1,1,0,0,-0.604177567198555,-0.118497763834344,"+"
"64",1,0,-0.940514177581151,-0.788187217211277,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.190767443175293,0,1,0,1,-0.287891684895625,1,0,1,0,0,-1.06886354293592,-0.195271683820164,"+"
"65",0,1,-0.413233643252713,-0.102191232445326,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.61753651667607,0,1,0,1,-0.287891684895625,0,1,1,0,0,-0.371834579329872,-0.195271683820164,"+"
"66",0,1,0.219502997941413,-0.646568719624162,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.204214274300362,0,1,0,1,-0.287891684895625,0,1,1,0,0,1.95159529935695,9.40146831440725,"+"
"68",0,1,-0.511940559278996,-0.880590775920599,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.58969009988567,0,1,0,1,0.123382150669554,1,0,1,0,0,0.441365878210515,2.70447927404423,"+"
"69",0,1,-1.0248790630737,0.349782696024188,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.22811975185604,0,1,0,1,0.945929821799912,1,0,1,0,0,-0.604177567198555,0.371703715275112,"+"
"70",0,1,0.303867883433963,4.09112243724405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.178814704397454,0,1,0,1,-0.287891684895625,0,1,1,0,0,1.92255242587336,-0.0993042838378897,"+"
"71",0,1,0.0642716086351207,0.550659997566194,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.190767443175293,0,1,1,0,-0.493528602678215,0,1,0,0,1,1.37073782968524,-0.195271683820164,"-"
"72",0,1,0.275183822366496,-0.152410557830828,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.07083615082753,0,1,1,0,-0.493528602678215,0,1,1,0,0,-2.64143395575823e-15,-0.195271683820164,"-"
"73",1,0,0.591552142963559,0.0484667437111785,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3696546202735,0,1,1,0,-0.493528602678215,0,1,1,0,0,4.62353965984679,-0.195271683820164,"-"
"74",0,1,1.06990104370632,-0.855481113227849,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.54790382929707,0,1,1,0,-0.493528602678215,1,0,0,0,1,1.2545663357509,-0.195271683820164,"-"
"75",0,1,1.118832677292,0.450221346795191,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.178814704397454,1,0,1,0,-0.493528602678215,1,0,1,0,0,-0.13949159146119,-0.194887814220235,"-"
"76",0,1,-0.919422956208013,0.10672116115836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.552337791204923,0,1,0,1,-0.287891684895625,1,0,1,0,0,-0.13949159146119,-0.195271683820164,"-"
"77",0,1,0.211910158247083,0.349782696024188,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.627042408566416,0,1,1,0,-0.493528602678215,0,1,1,0,0,1.50433504770974,-0.195271683820164,"-"
"78",1,0,-1.04597028444684,-0.838406542596778,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.489585912621268,0,1,1,0,-0.493528602678215,0,1,1,0,0,-0.13949159146119,-0.195271683820164,"-"
"79",0,1,-0.835058070715463,-0.721897707702415,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0826514563677744,0,1,0,1,-0.287891684895625,1,0,1,0,0,-0.0233200975268492,-0.191432987820873,"-"
"80",0,1,-0.849400101249197,1.00263392603571,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.58969009988567,0,1,1,0,-0.493528602678215,1,0,1,0,0,-0.255663085395531,-0.195271683820164,"-"
"81",0,1,1.51956588338161,2.86074896529926,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.664394717247163,0,1,0,1,-0.287891684895625,1,0,1,0,0,-0.522857521444516,-0.195271683820164,"-"
"82",1,0,-0.328868757760163,-0.654603811685843,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0667577783552132,0,1,1,0,-0.493528602678215,1,0,0,0,1,1.06869194545596,-0.195271683820164,"-"
"83",0,1,0.697008249829247,-0.855481113227849,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.58969009988567,0,1,1,0,-0.493528602678215,1,0,0,0,1,0.604005969718593,-0.195271683820164,"-"
"84",1,0,-2.39779426159857e-15,-0.252849208601831,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.232060691090762,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.673708866079197,-0.195271683820164,"-"
"85",0,1,-0.364302009667034,-0.830371450535098,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.528432313649245,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.0928513964074919,-0.195271683820164,"-"
"87",0,1,-2.39779426159857e-15,-0.880590775920599,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.402928556481935,0,1,1,0,-0.493528602678215,0,1,0,0,1,4.32149377561751,-0.195271683820164,"-"
"89",0,1,0.20516096740768,-0.0519719070598245,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.365576247801188,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.325194384276174,-0.195271683820164,"-"
"90",1,0,1.47063424979593,-0.654603811685843,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.664394717247163,0,1,1,0,-0.493528602678215,0,1,1,0,0,-0.488006073264213,-0.190089444221121,"-"
"91",0,1,2.60956020394536,1.60526583066173,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.829697629982712,0,1,1,0,-0.493528602678215,1,0,1,0,0,-0.418303176903609,-0.195271683820164,"-"
"93",0,1,-2.39779426159857e-15,0.0484667437111785,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.87556227304362,0,1,1,0,-0.493528602678215,1,0,1,0,0,-1.06886354293592,-0.195271683820164,"-"
"94",0,1,1.75156931848612,-0.679713474378593,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.16242800371176,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.0928513964074919,-0.176078203823709,"-"
"96",1,0,-0.252096711961942,-0.24481411654015,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.514985482524176,0,1,1,0,-0.493528602678215,0,1,1,0,0,-0.0755972697973027,-0.195271683820164,"-"
"98",0,1,-2.39779426159857e-15,-0.855481113227849,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.414881295259774,0,1,1,0,-0.493528602678215,0,1,0,0,1,0.789880360013538,-0.195271683820164,"-"
"99",1,0,-0.765035215756647,1.25373055296321,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.232060691090762,0,1,1,0,-0.493528602678215,0,1,1,0,0,0.487834475784251,-0.195271683820164,"-"
"100",1,0,-0.258845902801346,-0.755042462456846,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.365576247801188,0,1,0,1,-0.0822547671130358,0,1,1,0,0,-0.0988315685841709,-0.0993042838378897,"-"
"101",0,1,0.500438066631605,-0.604384486300341,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.58969009988567,0,1,1,0,-0.493528602678215,0,1,1,0,0,-0.116257292674322,-0.118497763834344,"-"
"102",0,1,0.310617074273367,2.35855571144425,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.530879160536737,0,1,1,0,-0.493528602678215,1,0,1,0,0,-0.604177567198555,-0.195271683820164,"-"
"103",0,1,-1.08815272719311,0.0484667437111785,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.552337791204923,0,1,0,1,-0.0822547671130358,1,0,1,0,0,-1.06886354293592,-0.187978161421511,"-"
"104",0,1,-0.554123002025272,1.45460785450522,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00794683900628061,0,1,0,1,-0.0822547671130358,0,1,1,0,0,-0.371834579329872,-0.194312009820341,"-"
"105",0,1,-0.315370376081355,-0.152410557830828,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.05381148206719,0,1,0,1,-0.0822547671130358,0,1,1,0,0,-0.63322044068214,-0.195271683820164,"-"
"106",0,1,1.9624815322175,2.15767840990224,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.664394717247163,0,1,0,1,3.61920975297358,1,0,1,0,0,-0.185960189034927,-0.170320159824772,"-"
"108",1,0,-0.554123002025272,1.25373055296321,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.680288395259725,0,1,1,0,-0.493528602678215,1,0,1,0,0,-0.371834579329872,-0.195271683820164,"-"
"111",0,1,-0.202321429521337,-0.252849208601831,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.381469925813749,0,1,0,1,0.123382150669554,0,1,1,0,0,0.842157532283992,-0.195271683820164,"-"
"112",1,0,-0.596305444771547,-0.747007370395165,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.514985482524176,0,1,0,1,0.123382150669554,1,0,1,0,0,-0.0233200975268492,-0.167057268225375,"-"
"116",1,0,-0.5186897501184,-0.729932799764095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.278918891661855,0,1,0,1,-0.0822547671130358,1,0,1,0,0,0.0928513964074919,-0.195271683820164,"-"
"117",0,1,0.521529288004743,0.450221346795191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.77201768138155,0,1,0,1,0.945929821799912,0,1,1,0,0,0.673708866079197,-0.194312009820341,"-"
"118",0,1,1.76591134901986,0.349782696024188,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.21517345556802,0,1,0,1,2.59102516406063,1,0,1,0,0,-1.06886354293592,1.95478194538271,"+"
"119",0,1,2.21557618869515,0.458256438856871,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.51906385499649,0,1,0,1,0.740292904017322,0,1,1,0,0,1.02222334788222,0.0603854697326145,"+"
"120",1,0,-0.91267376536861,1.12014714743778,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.564290529982762,0,1,0,1,-0.287891684895625,0,1,1,0,0,-0.604177567198555,-0.185674943821936,"+"
