"","V1","V2","V3","V4","V5","V6","V7"
"83","vhigh","vhigh","5more","2","small","med","unacc"
"84","vhigh","vhigh","5more","2","small","high","unacc"
"85","vhigh","vhigh","5more","2","med","low","unacc"
"87","vhigh","vhigh","5more","2","med","high","unacc"
"90","vhigh","vhigh","5more","2","big","high","unacc"
"91","vhigh","vhigh","5more","4","small","low","unacc"
"92","vhigh","vhigh","5more","4","small","med","unacc"
"93","vhigh","vhigh","5more","4","small","high","unacc"
"94","vhigh","vhigh","5more","4","med","low","unacc"
"95","vhigh","vhigh","5more","4","med","med","unacc"
"96","vhigh","vhigh","5more","4","med","high","unacc"
"97","vhigh","vhigh","5more","4","big","low","unacc"
"98","vhigh","vhigh","5more","4","big","med","unacc"
"99","vhigh","vhigh","5more","4","big","high","unacc"
"100","vhigh","vhigh","5more","more","small","low","unacc"
"101","vhigh","vhigh","5more","more","small","med","unacc"
"102","vhigh","vhigh","5more","more","small","high","unacc"
"103","vhigh","vhigh","5more","more","med","low","unacc"
"104","vhigh","vhigh","5more","more","med","med","unacc"
"105","vhigh","vhigh","5more","more","med","high","unacc"
"107","vhigh","vhigh","5more","more","big","med","unacc"
"108","vhigh","vhigh","5more","more","big","high","unacc"
"109","vhigh","high","2","2","small","low","unacc"
"111","vhigh","high","2","2","small","high","unacc"
"112","vhigh","high","2","2","med","low","unacc"
"113","vhigh","high","2","2","med","med","unacc"
"114","vhigh","high","2","2","med","high","unacc"
"115","vhigh","high","2","2","big","low","unacc"
"117","vhigh","high","2","2","big","high","unacc"
"118","vhigh","high","2","4","small","low","unacc"
"119","vhigh","high","2","4","small","med","unacc"
"120","vhigh","high","2","4","small","high","unacc"
"121","vhigh","high","2","4","med","low","unacc"
"122","vhigh","high","2","4","med","med","unacc"
"123","vhigh","high","2","4","med","high","unacc"
"124","vhigh","high","2","4","big","low","unacc"
"125","vhigh","high","2","4","big","med","unacc"
"126","vhigh","high","2","4","big","high","unacc"
"128","vhigh","high","2","more","small","med","unacc"
"131","vhigh","high","2","more","med","med","unacc"
"132","vhigh","high","2","more","med","high","unacc"
"133","vhigh","high","2","more","big","low","unacc"
"134","vhigh","high","2","more","big","med","unacc"
"135","vhigh","high","2","more","big","high","unacc"
"136","vhigh","high","3","2","small","low","unacc"
"137","vhigh","high","3","2","small","med","unacc"
"138","vhigh","high","3","2","small","high","unacc"
"140","vhigh","high","3","2","med","med","unacc"
"141","vhigh","high","3","2","med","high","unacc"
"142","vhigh","high","3","2","big","low","unacc"
"143","vhigh","high","3","2","big","med","unacc"
"144","vhigh","high","3","2","big","high","unacc"
"145","vhigh","high","3","4","small","low","unacc"
"146","vhigh","high","3","4","small","med","unacc"
"147","vhigh","high","3","4","small","high","unacc"
"148","vhigh","high","3","4","med","low","unacc"
"149","vhigh","high","3","4","med","med","unacc"
"150","vhigh","high","3","4","med","high","unacc"
"151","vhigh","high","3","4","big","low","unacc"
"154","vhigh","high","3","more","small","low","unacc"
"155","vhigh","high","3","more","small","med","unacc"
"156","vhigh","high","3","more","small","high","unacc"
"157","vhigh","high","3","more","med","low","unacc"
"158","vhigh","high","3","more","med","med","unacc"
"159","vhigh","high","3","more","med","high","unacc"
"160","vhigh","high","3","more","big","low","unacc"
"162","vhigh","high","3","more","big","high","unacc"
"164","vhigh","high","4","2","small","med","unacc"
"165","vhigh","high","4","2","small","high","unacc"
"166","vhigh","high","4","2","med","low","unacc"
"167","vhigh","high","4","2","med","med","unacc"
"168","vhigh","high","4","2","med","high","unacc"
"169","vhigh","high","4","2","big","low","unacc"
"171","vhigh","high","4","2","big","high","unacc"
"172","vhigh","high","4","4","small","low","unacc"
"173","vhigh","high","4","4","small","med","unacc"
"174","vhigh","high","4","4","small","high","unacc"
"175","vhigh","high","4","4","med","low","unacc"
"176","vhigh","high","4","4","med","med","unacc"
"177","vhigh","high","4","4","med","high","unacc"
"178","vhigh","high","4","4","big","low","unacc"
"179","vhigh","high","4","4","big","med","unacc"
"180","vhigh","high","4","4","big","high","unacc"
"181","vhigh","high","4","more","small","low","unacc"
"182","vhigh","high","4","more","small","med","unacc"
"184","vhigh","high","4","more","med","low","unacc"
"185","vhigh","high","4","more","med","med","unacc"
"186","vhigh","high","4","more","med","high","unacc"
"187","vhigh","high","4","more","big","low","unacc"
"188","vhigh","high","4","more","big","med","unacc"
"190","vhigh","high","5more","2","small","low","unacc"
"191","vhigh","high","5more","2","small","med","unacc"
"192","vhigh","high","5more","2","small","high","unacc"
"193","vhigh","high","5more","2","med","low","unacc"
"194","vhigh","high","5more","2","med","med","unacc"
"195","vhigh","high","5more","2","med","high","unacc"
"196","vhigh","high","5more","2","big","low","unacc"
"197","vhigh","high","5more","2","big","med","unacc"
"198","vhigh","high","5more","2","big","high","unacc"
"199","vhigh","high","5more","4","small","low","unacc"
"200","vhigh","high","5more","4","small","med","unacc"
"202","vhigh","high","5more","4","med","low","unacc"
"203","vhigh","high","5more","4","med","med","unacc"
"206","vhigh","high","5more","4","big","med","unacc"
"207","vhigh","high","5more","4","big","high","unacc"
"209","vhigh","high","5more","more","small","med","unacc"
"210","vhigh","high","5more","more","small","high","unacc"
"211","vhigh","high","5more","more","med","low","unacc"
"212","vhigh","high","5more","more","med","med","unacc"
"214","vhigh","high","5more","more","big","low","unacc"
"215","vhigh","high","5more","more","big","med","unacc"
"216","vhigh","high","5more","more","big","high","unacc"
"217","vhigh","med","2","2","small","low","unacc"
"218","vhigh","med","2","2","small","med","unacc"
"220","vhigh","med","2","2","med","low","unacc"
"221","vhigh","med","2","2","med","med","unacc"
"223","vhigh","med","2","2","big","low","unacc"
"224","vhigh","med","2","2","big","med","unacc"
"225","vhigh","med","2","2","big","high","unacc"
"226","vhigh","med","2","4","small","low","unacc"
"227","vhigh","med","2","4","small","med","unacc"
"230","vhigh","med","2","4","med","med","unacc"
"231","vhigh","med","2","4","med","high","acc"
"232","vhigh","med","2","4","big","low","unacc"
"233","vhigh","med","2","4","big","med","acc"
"234","vhigh","med","2","4","big","high","acc"
"235","vhigh","med","2","more","small","low","unacc"
"236","vhigh","med","2","more","small","med","unacc"
"237","vhigh","med","2","more","small","high","unacc"
"238","vhigh","med","2","more","med","low","unacc"
"239","vhigh","med","2","more","med","med","unacc"
"240","vhigh","med","2","more","med","high","acc"
"241","vhigh","med","2","more","big","low","unacc"
"242","vhigh","med","2","more","big","med","acc"
"244","vhigh","med","3","2","small","low","unacc"
"245","vhigh","med","3","2","small","med","unacc"
"247","vhigh","med","3","2","med","low","unacc"
"248","vhigh","med","3","2","med","med","unacc"
"249","vhigh","med","3","2","med","high","unacc"
"250","vhigh","med","3","2","big","low","unacc"
"251","vhigh","med","3","2","big","med","unacc"
"252","vhigh","med","3","2","big","high","unacc"
"253","vhigh","med","3","4","small","low","unacc"
"254","vhigh","med","3","4","small","med","unacc"
"255","vhigh","med","3","4","small","high","acc"
"256","vhigh","med","3","4","med","low","unacc"
"257","vhigh","med","3","4","med","med","unacc"
"258","vhigh","med","3","4","med","high","acc"
"259","vhigh","med","3","4","big","low","unacc"
"260","vhigh","med","3","4","big","med","acc"
"261","vhigh","med","3","4","big","high","acc"
"262","vhigh","med","3","more","small","low","unacc"
"263","vhigh","med","3","more","small","med","unacc"
"264","vhigh","med","3","more","small","high","acc"
"265","vhigh","med","3","more","med","low","unacc"
"266","vhigh","med","3","more","med","med","acc"
"267","vhigh","med","3","more","med","high","acc"
"269","vhigh","med","3","more","big","med","acc"
"271","vhigh","med","4","2","small","low","unacc"
"273","vhigh","med","4","2","small","high","unacc"
"274","vhigh","med","4","2","med","low","unacc"
"275","vhigh","med","4","2","med","med","unacc"
"277","vhigh","med","4","2","big","low","unacc"
"278","vhigh","med","4","2","big","med","unacc"
"279","vhigh","med","4","2","big","high","unacc"
"280","vhigh","med","4","4","small","low","unacc"
"281","vhigh","med","4","4","small","med","unacc"
"282","vhigh","med","4","4","small","high","acc"
"283","vhigh","med","4","4","med","low","unacc"
"284","vhigh","med","4","4","med","med","acc"
"285","vhigh","med","4","4","med","high","acc"
"286","vhigh","med","4","4","big","low","unacc"
"287","vhigh","med","4","4","big","med","acc"
"288","vhigh","med","4","4","big","high","acc"
"289","vhigh","med","4","more","small","low","unacc"
"290","vhigh","med","4","more","small","med","unacc"
"291","vhigh","med","4","more","small","high","acc"
"292","vhigh","med","4","more","med","low","unacc"
"293","vhigh","med","4","more","med","med","acc"
"294","vhigh","med","4","more","med","high","acc"
"295","vhigh","med","4","more","big","low","unacc"
"296","vhigh","med","4","more","big","med","acc"
"297","vhigh","med","4","more","big","high","acc"
"298","vhigh","med","5more","2","small","low","unacc"
"299","vhigh","med","5more","2","small","med","unacc"
"300","vhigh","med","5more","2","small","high","unacc"
"302","vhigh","med","5more","2","med","med","unacc"
"303","vhigh","med","5more","2","med","high","unacc"
"304","vhigh","med","5more","2","big","low","unacc"
"306","vhigh","med","5more","2","big","high","unacc"
"307","vhigh","med","5more","4","small","low","unacc"
"308","vhigh","med","5more","4","small","med","unacc"
"309","vhigh","med","5more","4","small","high","acc"
"310","vhigh","med","5more","4","med","low","unacc"
"311","vhigh","med","5more","4","med","med","acc"
"312","vhigh","med","5more","4","med","high","acc"
"313","vhigh","med","5more","4","big","low","unacc"
"314","vhigh","med","5more","4","big","med","acc"
"315","vhigh","med","5more","4","big","high","acc"
"316","vhigh","med","5more","more","small","low","unacc"
"317","vhigh","med","5more","more","small","med","unacc"
"318","vhigh","med","5more","more","small","high","acc"
"319","vhigh","med","5more","more","med","low","unacc"
"320","vhigh","med","5more","more","med","med","acc"
"321","vhigh","med","5more","more","med","high","acc"
"322","vhigh","med","5more","more","big","low","unacc"
"323","vhigh","med","5more","more","big","med","acc"
"324","vhigh","med","5more","more","big","high","acc"
"326","vhigh","low","2","2","small","med","unacc"
"327","vhigh","low","2","2","small","high","unacc"
"328","vhigh","low","2","2","med","low","unacc"
"329","vhigh","low","2","2","med","med","unacc"
"330","vhigh","low","2","2","med","high","unacc"
"331","vhigh","low","2","2","big","low","unacc"
"332","vhigh","low","2","2","big","med","unacc"
"333","vhigh","low","2","2","big","high","unacc"
"334","vhigh","low","2","4","small","low","unacc"
"336","vhigh","low","2","4","small","high","acc"
"337","vhigh","low","2","4","med","low","unacc"
"339","vhigh","low","2","4","med","high","acc"
"340","vhigh","low","2","4","big","low","unacc"
"341","vhigh","low","2","4","big","med","acc"
"343","vhigh","low","2","more","small","low","unacc"
"344","vhigh","low","2","more","small","med","unacc"
"346","vhigh","low","2","more","med","low","unacc"
"347","vhigh","low","2","more","med","med","unacc"
"348","vhigh","low","2","more","med","high","acc"
"349","vhigh","low","2","more","big","low","unacc"
"353","vhigh","low","3","2","small","med","unacc"
"354","vhigh","low","3","2","small","high","unacc"
"356","vhigh","low","3","2","med","med","unacc"
"357","vhigh","low","3","2","med","high","unacc"
"358","vhigh","low","3","2","big","low","unacc"
"359","vhigh","low","3","2","big","med","unacc"
"360","vhigh","low","3","2","big","high","unacc"
"362","vhigh","low","3","4","small","med","unacc"
"363","vhigh","low","3","4","small","high","acc"
"364","vhigh","low","3","4","med","low","unacc"
"365","vhigh","low","3","4","med","med","unacc"
"366","vhigh","low","3","4","med","high","acc"
"367","vhigh","low","3","4","big","low","unacc"
"368","vhigh","low","3","4","big","med","acc"
"369","vhigh","low","3","4","big","high","acc"
"370","vhigh","low","3","more","small","low","unacc"
"372","vhigh","low","3","more","small","high","acc"
"373","vhigh","low","3","more","med","low","unacc"
"374","vhigh","low","3","more","med","med","acc"
"376","vhigh","low","3","more","big","low","unacc"
"377","vhigh","low","3","more","big","med","acc"
"380","vhigh","low","4","2","small","med","unacc"
"381","vhigh","low","4","2","small","high","unacc"
"382","vhigh","low","4","2","med","low","unacc"
"384","vhigh","low","4","2","med","high","unacc"
"385","vhigh","low","4","2","big","low","unacc"
"387","vhigh","low","4","2","big","high","unacc"
"388","vhigh","low","4","4","small","low","unacc"
"389","vhigh","low","4","4","small","med","unacc"
"391","vhigh","low","4","4","med","low","unacc"
"392","vhigh","low","4","4","med","med","acc"
"394","vhigh","low","4","4","big","low","unacc"
"395","vhigh","low","4","4","big","med","acc"
"396","vhigh","low","4","4","big","high","acc"
"399","vhigh","low","4","more","small","high","acc"
"400","vhigh","low","4","more","med","low","unacc"
"401","vhigh","low","4","more","med","med","acc"
"403","vhigh","low","4","more","big","low","unacc"
"404","vhigh","low","4","more","big","med","acc"
"405","vhigh","low","4","more","big","high","acc"
"406","vhigh","low","5more","2","small","low","unacc"
"407","vhigh","low","5more","2","small","med","unacc"
"408","vhigh","low","5more","2","small","high","unacc"
"410","vhigh","low","5more","2","med","med","unacc"
"411","vhigh","low","5more","2","med","high","unacc"
"412","vhigh","low","5more","2","big","low","unacc"
"413","vhigh","low","5more","2","big","med","unacc"
"414","vhigh","low","5more","2","big","high","unacc"
"415","vhigh","low","5more","4","small","low","unacc"
"416","vhigh","low","5more","4","small","med","unacc"
"417","vhigh","low","5more","4","small","high","acc"
"418","vhigh","low","5more","4","med","low","unacc"
"419","vhigh","low","5more","4","med","med","acc"
"420","vhigh","low","5more","4","med","high","acc"
"421","vhigh","low","5more","4","big","low","unacc"
"422","vhigh","low","5more","4","big","med","acc"
"423","vhigh","low","5more","4","big","high","acc"
"424","vhigh","low","5more","more","small","low","unacc"
"427","vhigh","low","5more","more","med","low","unacc"
"428","vhigh","low","5more","more","med","med","acc"
"429","vhigh","low","5more","more","med","high","acc"
"430","vhigh","low","5more","more","big","low","unacc"
"432","vhigh","low","5more","more","big","high","acc"
"433","high","vhigh","2","2","small","low","unacc"
"434","high","vhigh","2","2","small","med","unacc"
"435","high","vhigh","2","2","small","high","unacc"
"436","high","vhigh","2","2","med","low","unacc"
"437","high","vhigh","2","2","med","med","unacc"
"438","high","vhigh","2","2","med","high","unacc"
"439","high","vhigh","2","2","big","low","unacc"
"440","high","vhigh","2","2","big","med","unacc"
"441","high","vhigh","2","2","big","high","unacc"
"444","high","vhigh","2","4","small","high","unacc"
"445","high","vhigh","2","4","med","low","unacc"
"446","high","vhigh","2","4","med","med","unacc"
"447","high","vhigh","2","4","med","high","unacc"
"448","high","vhigh","2","4","big","low","unacc"
"449","high","vhigh","2","4","big","med","unacc"
"450","high","vhigh","2","4","big","high","unacc"
"451","high","vhigh","2","more","small","low","unacc"
"452","high","vhigh","2","more","small","med","unacc"
"454","high","vhigh","2","more","med","low","unacc"
"455","high","vhigh","2","more","med","med","unacc"
"456","high","vhigh","2","more","med","high","unacc"
"457","high","vhigh","2","more","big","low","unacc"
"459","high","vhigh","2","more","big","high","unacc"
"461","high","vhigh","3","2","small","med","unacc"
"462","high","vhigh","3","2","small","high","unacc"
"463","high","vhigh","3","2","med","low","unacc"
"464","high","vhigh","3","2","med","med","unacc"
"465","high","vhigh","3","2","med","high","unacc"
"467","high","vhigh","3","2","big","med","unacc"
"468","high","vhigh","3","2","big","high","unacc"
"469","high","vhigh","3","4","small","low","unacc"
"470","high","vhigh","3","4","small","med","unacc"
"471","high","vhigh","3","4","small","high","unacc"
"473","high","vhigh","3","4","med","med","unacc"
"474","high","vhigh","3","4","med","high","unacc"
"476","high","vhigh","3","4","big","med","unacc"
"477","high","vhigh","3","4","big","high","unacc"
"480","high","vhigh","3","more","small","high","unacc"
"481","high","vhigh","3","more","med","low","unacc"
"482","high","vhigh","3","more","med","med","unacc"
"483","high","vhigh","3","more","med","high","unacc"
"484","high","vhigh","3","more","big","low","unacc"
"485","high","vhigh","3","more","big","med","unacc"
"490","high","vhigh","4","2","med","low","unacc"
"492","high","vhigh","4","2","med","high","unacc"
"493","high","vhigh","4","2","big","low","unacc"
"494","high","vhigh","4","2","big","med","unacc"
"495","high","vhigh","4","2","big","high","unacc"
"496","high","vhigh","4","4","small","low","unacc"
"497","high","vhigh","4","4","small","med","unacc"
"498","high","vhigh","4","4","small","high","unacc"
"499","high","vhigh","4","4","med","low","unacc"
"500","high","vhigh","4","4","med","med","unacc"
"502","high","vhigh","4","4","big","low","unacc"
"503","high","vhigh","4","4","big","med","unacc"
"504","high","vhigh","4","4","big","high","unacc"
"505","high","vhigh","4","more","small","low","unacc"
"507","high","vhigh","4","more","small","high","unacc"
"508","high","vhigh","4","more","med","low","unacc"
"511","high","vhigh","4","more","big","low","unacc"
"512","high","vhigh","4","more","big","med","unacc"
"513","high","vhigh","4","more","big","high","unacc"
"515","high","vhigh","5more","2","small","med","unacc"
"516","high","vhigh","5more","2","small","high","unacc"
"517","high","vhigh","5more","2","med","low","unacc"
"518","high","vhigh","5more","2","med","med","unacc"
"519","high","vhigh","5more","2","med","high","unacc"
"520","high","vhigh","5more","2","big","low","unacc"
"521","high","vhigh","5more","2","big","med","unacc"
"522","high","vhigh","5more","2","big","high","unacc"
"523","high","vhigh","5more","4","small","low","unacc"
"525","high","vhigh","5more","4","small","high","unacc"
"528","high","vhigh","5more","4","med","high","unacc"
"529","high","vhigh","5more","4","big","low","unacc"
"531","high","vhigh","5more","4","big","high","unacc"
"532","high","vhigh","5more","more","small","low","unacc"
"534","high","vhigh","5more","more","small","high","unacc"
"535","high","vhigh","5more","more","med","low","unacc"
"537","high","vhigh","5more","more","med","high","unacc"
"538","high","vhigh","5more","more","big","low","unacc"
"540","high","vhigh","5more","more","big","high","unacc"
"541","high","high","2","2","small","low","unacc"
"542","high","high","2","2","small","med","unacc"
"543","high","high","2","2","small","high","unacc"
"544","high","high","2","2","med","low","unacc"
"546","high","high","2","2","med","high","unacc"
"547","high","high","2","2","big","low","unacc"
"548","high","high","2","2","big","med","unacc"
"551","high","high","2","4","small","med","unacc"
"552","high","high","2","4","small","high","acc"
"555","high","high","2","4","med","high","acc"
"556","high","high","2","4","big","low","unacc"
"557","high","high","2","4","big","med","acc"
"558","high","high","2","4","big","high","acc"
"560","high","high","2","more","small","med","unacc"
"561","high","high","2","more","small","high","unacc"
"562","high","high","2","more","med","low","unacc"
"563","high","high","2","more","med","med","unacc"
"564","high","high","2","more","med","high","acc"
"567","high","high","2","more","big","high","acc"
"569","high","high","3","2","small","med","unacc"
"571","high","high","3","2","med","low","unacc"
"573","high","high","3","2","med","high","unacc"
"574","high","high","3","2","big","low","unacc"
"575","high","high","3","2","big","med","unacc"
"576","high","high","3","2","big","high","unacc"
"578","high","high","3","4","small","med","unacc"
"579","high","high","3","4","small","high","acc"
"580","high","high","3","4","med","low","unacc"
"581","high","high","3","4","med","med","unacc"
"582","high","high","3","4","med","high","acc"
"583","high","high","3","4","big","low","unacc"
"584","high","high","3","4","big","med","acc"
"585","high","high","3","4","big","high","acc"
"586","high","high","3","more","small","low","unacc"
"587","high","high","3","more","small","med","unacc"
"588","high","high","3","more","small","high","acc"
"591","high","high","3","more","med","high","acc"
"592","high","high","3","more","big","low","unacc"
"593","high","high","3","more","big","med","acc"
"594","high","high","3","more","big","high","acc"
"597","high","high","4","2","small","high","unacc"
"600","high","high","4","2","med","high","unacc"
"603","high","high","4","2","big","high","unacc"
"604","high","high","4","4","small","low","unacc"
"606","high","high","4","4","small","high","acc"
"608","high","high","4","4","med","med","acc"
"609","high","high","4","4","med","high","acc"
"610","high","high","4","4","big","low","unacc"
"611","high","high","4","4","big","med","acc"
"612","high","high","4","4","big","high","acc"
"613","high","high","4","more","small","low","unacc"
"614","high","high","4","more","small","med","unacc"
"615","high","high","4","more","small","high","acc"
"617","high","high","4","more","med","med","acc"
"618","high","high","4","more","med","high","acc"
"619","high","high","4","more","big","low","unacc"
"620","high","high","4","more","big","med","acc"
"621","high","high","4","more","big","high","acc"
"623","high","high","5more","2","small","med","unacc"
"624","high","high","5more","2","small","high","unacc"
"626","high","high","5more","2","med","med","unacc"
"627","high","high","5more","2","med","high","unacc"
"628","high","high","5more","2","big","low","unacc"
"631","high","high","5more","4","small","low","unacc"
"632","high","high","5more","4","small","med","unacc"
"633","high","high","5more","4","small","high","acc"
"634","high","high","5more","4","med","low","unacc"
"635","high","high","5more","4","med","med","acc"
"637","high","high","5more","4","big","low","unacc"
"638","high","high","5more","4","big","med","acc"
"639","high","high","5more","4","big","high","acc"
"640","high","high","5more","more","small","low","unacc"
"641","high","high","5more","more","small","med","unacc"
"642","high","high","5more","more","small","high","acc"
"643","high","high","5more","more","med","low","unacc"
"644","high","high","5more","more","med","med","acc"
"645","high","high","5more","more","med","high","acc"
"646","high","high","5more","more","big","low","unacc"
"647","high","high","5more","more","big","med","acc"
"648","high","high","5more","more","big","high","acc"
"649","high","med","2","2","small","low","unacc"
"650","high","med","2","2","small","med","unacc"
"652","high","med","2","2","med","low","unacc"
"653","high","med","2","2","med","med","unacc"
"656","high","med","2","2","big","med","unacc"
"657","high","med","2","2","big","high","unacc"
"658","high","med","2","4","small","low","unacc"
"659","high","med","2","4","small","med","unacc"
"661","high","med","2","4","med","low","unacc"
"662","high","med","2","4","med","med","unacc"
"663","high","med","2","4","med","high","acc"
"664","high","med","2","4","big","low","unacc"
"665","high","med","2","4","big","med","acc"
"667","high","med","2","more","small","low","unacc"
"668","high","med","2","more","small","med","unacc"
"669","high","med","2","more","small","high","unacc"
"670","high","med","2","more","med","low","unacc"
"671","high","med","2","more","med","med","unacc"
"672","high","med","2","more","med","high","acc"
"673","high","med","2","more","big","low","unacc"
"674","high","med","2","more","big","med","acc"
"675","high","med","2","more","big","high","acc"
"677","high","med","3","2","small","med","unacc"
"678","high","med","3","2","small","high","unacc"
"679","high","med","3","2","med","low","unacc"
"680","high","med","3","2","med","med","unacc"
"681","high","med","3","2","med","high","unacc"
"685","high","med","3","4","small","low","unacc"
"686","high","med","3","4","small","med","unacc"
"687","high","med","3","4","small","high","acc"
"690","high","med","3","4","med","high","acc"
"691","high","med","3","4","big","low","unacc"
"692","high","med","3","4","big","med","acc"
"694","high","med","3","more","small","low","unacc"
"695","high","med","3","more","small","med","unacc"
"697","high","med","3","more","med","low","unacc"
"698","high","med","3","more","med","med","acc"
"699","high","med","3","more","med","high","acc"
"700","high","med","3","more","big","low","unacc"
"701","high","med","3","more","big","med","acc"
"703","high","med","4","2","small","low","unacc"
"704","high","med","4","2","small","med","unacc"
"706","high","med","4","2","med","low","unacc"
"707","high","med","4","2","med","med","unacc"
"708","high","med","4","2","med","high","unacc"
"712","high","med","4","4","small","low","unacc"
"713","high","med","4","4","small","med","unacc"
"714","high","med","4","4","small","high","acc"
"715","high","med","4","4","med","low","unacc"
"716","high","med","4","4","med","med","acc"
"717","high","med","4","4","med","high","acc"
"718","high","med","4","4","big","low","unacc"
"719","high","med","4","4","big","med","acc"
"720","high","med","4","4","big","high","acc"
"723","high","med","4","more","small","high","acc"
"724","high","med","4","more","med","low","unacc"
"725","high","med","4","more","med","med","acc"
"726","high","med","4","more","med","high","acc"
"727","high","med","4","more","big","low","unacc"
"728","high","med","4","more","big","med","acc"
"729","high","med","4","more","big","high","acc"
"730","high","med","5more","2","small","low","unacc"
"731","high","med","5more","2","small","med","unacc"
"732","high","med","5more","2","small","high","unacc"
"733","high","med","5more","2","med","low","unacc"
"734","high","med","5more","2","med","med","unacc"
"735","high","med","5more","2","med","high","unacc"
"736","high","med","5more","2","big","low","unacc"
"738","high","med","5more","2","big","high","unacc"
"739","high","med","5more","4","small","low","unacc"
"740","high","med","5more","4","small","med","unacc"
"742","high","med","5more","4","med","low","unacc"
"743","high","med","5more","4","med","med","acc"
"744","high","med","5more","4","med","high","acc"
"745","high","med","5more","4","big","low","unacc"
"746","high","med","5more","4","big","med","acc"
"747","high","med","5more","4","big","high","acc"
"749","high","med","5more","more","small","med","unacc"
"751","high","med","5more","more","med","low","unacc"
"752","high","med","5more","more","med","med","acc"
"753","high","med","5more","more","med","high","acc"
"754","high","med","5more","more","big","low","unacc"
"755","high","med","5more","more","big","med","acc"
"756","high","med","5more","more","big","high","acc"
"757","high","low","2","2","small","low","unacc"
"759","high","low","2","2","small","high","unacc"
"760","high","low","2","2","med","low","unacc"
"761","high","low","2","2","med","med","unacc"
"762","high","low","2","2","med","high","unacc"
"764","high","low","2","2","big","med","unacc"
"765","high","low","2","2","big","high","unacc"
"767","high","low","2","4","small","med","unacc"
"768","high","low","2","4","small","high","acc"
"769","high","low","2","4","med","low","unacc"
"770","high","low","2","4","med","med","unacc"
"771","high","low","2","4","med","high","acc"
